纀,buk6
纀,fuk6
繽,ban1
繽,pan1
繻,seui1
繻,yu4
辮,bin1
纂,jyun2
繾,hin2
繼,gai3
纁,fan1
纊,kong3
纊,kwong3
纋,yau1
纇,leui6
纆,mak6
纈,kit3
纈,lit3
纍,leui4
纍,leui5
纍,leui6
纏,chin4
纏,jin6
續,juk6
纑,lou4
纔,choi4
纖,chim1
纓,ying1
纕,seung1
纗,wa6
纗,kwai4
纙,lo6
纛,dou6
纛,duk6
纚,saai2
纚,lei4
纚,si2
纘,jyun2
纜,laam6
缶,fau2
缸,gong1
缺,kyut3
缽,but3
缿,heung3
缿,hong6
缾,ping4
罃,aang1
罃,ngaang1
罃,ang1
罃,ngang1
罄,hing3
罅,la3
罈,taam4
罋,ung3
罋,ngung3
罊,kai3
罊,hak1
罌,aang1
罌,ngaang1
罌,ang1
罌,ngang1
罍,leui4
罏,lou4
罐,gun3
网,mong5
罕,hon2
罔,mong5
罘,fau4
罠,man4
罞,mung4
罟,gu1
罟,gu2
罛,gu1
罡,gong1
罝,je1
罝,jeui1
罜,jyu3
罣,gwa3
罣,wa6
罦,fau4
罦,fu1
罥,gyun2
罥,gyun3
罩,jaau3
罬,jyut3
罧,sam1
置,ji3
罨,ngap1
罨,yim2
署,chyu5
署,syu3
署,syu5
署,syu6
罫,wa6
罫,gwaai2
罪,jeui6
罭,wik6
罳,si1
罰,fat6
罵,ma6
罷,ba6
罷,pei4
罶,lau5
罻,wai3
罻,wat1
罼,bat1
罺,chaau1
罹,lei4
罿,chung1
罿,tung4
罽,gai3
罾,jang1
罾,jang6
羅,lo4
羆,bei1
羃,mik6
羇,gei1
羈,gei1
羉,lyun4
羊,cheung4
羊,yeung4
羌,geung1
羋,me1
羋,me5
羋,mei5
羑,yau5
羍,taat3
美,mei5
羖,gu2
羔,gou1
羒,fan4
羞,sau1
羚,ling4
羛,hei3
羛,yi6
羝,dai1
羕,yeung6
羜,chyu5
羡,yin4
羡,sin6
羢,yung4
羠,yi4
義,yi6
羦,wun4
羥,cheung1
羥,keung5
群,kwan4
羧,so1
羨,yin4
羨,sin6
羰,tong1
羭,yu4
羯,git3
羯,kit3
羬,haam4
羬,ngaam4
羬,kim4
羱,yun4
羲,hei1
羳,faan4
羵,fan4
羸,leui4
羷,lim5
羶,saan1
羶,sin1
羶,jin1
羹,gang1
羹,long4
羺,nau6
羻,yeung5
羼,chaan2
羼,chaan3
羽,yu5
羿,ngai6
羾,gung3
羾,hung4
翁,yung1
翃,wang4
翂,fan1
翀,chung1
翅,chi3
翇,fat1
翉,pun2
翎,ling4
翊,yik6
翌,yik6
翋,laap6
翏,lau6
翏,liu4
翏,luk6
翐,dit6
翍,pei1
習,jaap6
習,jap6
翑,geui2
翑,keui4
翑,yu6
翕,hap1
翕,yap1
翔,cheung4
翗,keu4
翜,saap3
翛,siu1
翛,suk1
翞,geung1
翠,cheui3
翢,dou6
翢,tou1
翢,tou4
翡,fei2
翡,fei6
翟,jaak6
翟,dik6
翥,jyu2
翥,jyu3
翣,saap3
翦,jin2
翬,fai1
翪,jung1
翨,chi3
翫,waan4
翫,wun6
翩,pin1
翭,hau4
翰,hon6
翯,hok6
翮,hat6
翱,ngou4
翱,ngou6
翴,lin4
翲,piu1
翲,piu3
翼,yik6
翳,ai3
翳,ngai3
翳,yi1
翵,hau4
翵,keui4
翻,faan1
翷,leun4
翸,pun2
翹,giu6
翹,kiu4
翾,hyun1
翽,wai3
翿,dou6
翿,tou4
耀,yiu6
考,haau2
老,lou5
者,je2
耇,gau2
耄,mou6
耆,kei4
耋,dit6
而,nang4
而,yi4
耑,dyun1
耑,jyun1
耏,yi4
耏,noi6
耎,yun5
耐,nang4
耐,noi6
耍,sa2
耒,leui5
耒,leui6
耒,loi6
耔,ji2
耖,chaau2
耖,chaau3
耕,gaang1
耕,gang1
耗,hou3
耘,wan4
耙,ba3
耙,pa4
耟,geui6
耜,chi5
耜,ji6
耛,yi4
耞,ga1
耡,cho4
耤,jik6
耦,ngau5
耪,pong1
耪,pong3
耪,pong5
耩,gong2
耨,nau6
耬,lau4
耰,yau1
耳,yi5
耴,ngat6
耵,ding1
耵,ding2
耷,daap3
耷,dap1
耶,ye4
耾,wang4
耹,kam4
耿,gang2
耿,gwing2
耽,daam1
聇,jing1
聊,liu4
聆,ling4
聈,yau2
聃,daam1
聏,yi4
聑,dip3
聐,ngaat6
聒,kut3
聘,ping3
聖,sing3
聞,man2
聞,man4
聞,man6
聜,dai2
聜,jat1
聚,jeui6
聝,gwik1
聝,gwok3
聤,ting4
聧,kwai4
聬,yung2
聱,ngou4
聳,sung2
聲,seng1
聲,sing1
聰,chung1
聯,lyun4
職,jik1
聶,nip6
聶,sip3
聵,ngoi6
聵,kui2
聵,kui3
聵,wui6
聸,daam1
聹,ning4
聾,lung4
聽,teng1
聽,ting1
聽,ting3
聿,wat6
聿,leut6
聿,yut6
肅,suk1
肄,yi6
肄,si3
肆,sei3
肆,si3
肇,siu6
肊,yik1
肉,yuk6
肋,laak6
肋,lak6
肌,gei1
肕,yan6
肒,wun6
肛,gong1
肝,gon1
肐,gaak3
肐,gat1
肐,gok3
肚,tou5
肘,jaau2
肘,jau2
肓,fong1
肖,chiu3
肖,siu1
肙,yun1
育,yuk1
育,yuk6
肜,yung4
肸,hat1
肸,yat6
肸,hit3
肣,haam4
肣,ham5
肣,kam4
肺,fai3
肺,pui3
肢,ji1
肵,kei4
肪,fong1
肫,seun4
肫,jeun1
肥,fai6
肥,fei4
肩,gin1
肭,nat6
肭,neut6
肏,chaau3
肏,chou3
肴,ngaau4
肱,gwang1
股,gu2
肯,hang2
肯,hoi2
肮,ong1
肮,gong1
肮,hong4
胕,fu1
胕,fu4
胎,toi1
背,bui3
背,bui6
胂,san1
胂,san6
胜,saang1
胜,sing1
胜,sing3
胍,gwa1
胊,keui4
胚,pui1
胠,keui1
胥,seui1
胃,wai6
胤,yan6
胏,ji2
胣,chi2
胙,jou6
胈,bat6
胖,bun6
胖,pun3
胖,pun4
胇,fai3
胇,fai6
胇,bat6
胐,fat1
胐,deut1
胦,yeung1
胅,dit6
胘,yin4
胑,ji1
胉,bok3
胡,wu4
胗,jan1
胗,jan2
胄,jau6
胛,gaap3
胞,baau1
胞,paau1
胝,dai1
胝,ji1
胯,kwa1
胯,kwa3
胯,fu3
胱,gwong1
胻,hang4
胰,yi4
脈,maak6
脈,mak6
胹,yi4
脅,hip3
脅,hip6
胼,pin4
胭,yin1
胸,hung1
脀,jing1
胳,gaak3
胳,gok3
胳,lok3
胲,haai5
胲,goi1
胲,goi2
胲,hoi2
脁,yiu4
脁,tiu3
脊,jek3
脊,jik3
胴,dung6
胺,aat3
胺,ngaat3
胺,on1
胺,on3
胺,ngon1
脆,cheui3
胵,chi1
胵,chi3
能,nang4
能,noi6
能,toi4
脂,ji1
脥,gaap3
脥,him2
脥,hip3
脭,ching4
脣,seun4
脧,cheui1
脧,jyun1
脢,mui4
脢,mui6
脩,sau1
脙,yau1
脤,san5
脤,san6
脡,ting2
脡,ting5
脬,paau1
脞,cho2
脟,lyun5
脟,lyut3
脟,lyut6
脕,maan5
脕,maan6
脫,teui3
脫,tyut3
脖,but6
脰,dau6
脘,gun2
脘,wun2
脘,wun5
脯,pou2
脯,pou4
脯,fu2
脝,hang1
脛,ging3
脛,hing5
胾,ji1
胾,ji3
脹,jeung3
胔,chi1
胔,ji3
胔,ji6
腑,fu2
脾,pei4
腇,neui5
腒,geui1
腒,keui4
腎,san5
腎,san6
腕,wun2
脽,seui4
腓,fei4
腆,tin2
腏,jyut3
腔,hong1
腴,yu4
腍,yam6
腍,nam4
腍,nam5
腊,laap6
腊,sik1
腌,yim1
腌,yip3
腋,yat6
腋,yik6
腃,wai3
腃,kyun4
脺,cheui3
腸,cheung4
腶,dyun3
腳,geuk3
腳,gok3
腛,ak1
腛,ngak1
腱,gin1
腱,gin3
腱,gin6
腥,seng1
腥,seng3
腥,sing1
腥,sing3
腹,fuk1
腷,bik1
腤,am1
腤,am3
腤,ngam1
腤,ngam3
腺,sin3
腲,wai2
腧,syu3
腧,syu6
腞,syun6
腦,nou5
腄,cheui4
腜,mui4
腩,naam5
腫,jung2
腠,chau3
腮,soi1
腡,gwa1
腡,lo4
腰,yiu1
腯,dat1
腯,dat6
腯,teun5
腢,ngau5
腢,yu4
膆,sou3
腿,teui2
膋,liu4
腐,fu6
膂,leui3
膂,leui5
膃,wat1
膏,gou1
膏,gou3
膊,bok3
膌,jek3
膌,jik6
膍,pei4
膀,bong2
膀,pong1
膀,pong4
膈,gaak3
膇,deui3
膇,jeui6
膉,yik1
膘,biu1
膞,jyun1
膣,jat6
膗,cheui4
膙,keung5
膙,jeung2
膢,lau4
膢,leui4
膚,fu1
膛,tong4
膠,gaau1
膝,sat1
膜,mok6
膜,mou4
膕,gwok3
膟,leut6
膫,liu4
膲,jiu1
膮,hiu1
膷,heung1
膧,chong4
膧,tung4
膱,jik1
膬,cheui3
膦,leun4
膦,leun6
膩,nau6
膩,nei6
膨,paang4
膵,cheui3
膵,seui6
膳,sin6
膴,mou5
膴,fu1
膰,faan4
膿,nung4
臊,sou1
臊,sou3
臀,tyun4
膾,kui2
臄,kek6
臄,keuk6
臆,yik1
臃,yung1
臃,yung2
臂,bei3
膺,ying1
膹,fan5
膹,fei2
臉,lim5
膼,ja1
膻,daan6
膻,saan1
膻,sin1
膻,jin1
膽,daam2
臌,gu2
臅,juk1
臇,jeun3
臇,jyun2
臑,naau6
臑,yi4
臑,nou6
臑,yu4
臏,ban3
臏,pan5
臍,chi4
臒,wu6
臐,fan1
臘,laap6
臘,lip6
臗,fun1
臕,biu1
臙,yin1
臚,lou4
臛,fok3
臛,huk1
臝,lo2
臝,lo5
臞,keui4
臟,jong6
臢,jaam1
臢,jaan3
臢,jim1
臢,jim3
臡,nai4
臠,lyun4
臠,lyun5
臣,san4
臥,ngo6
臦,gwing2
臦,gwong3
臧,chong4
臧,jong1
臧,jong6
臨,lam4
臨,lam6
臩,gwing2
臩,gwong3
自,ji6
臭,chau3
臬,nip6
臬,yit6
臮,gei6
臮,kei3
臲,yit6
至,ji3
致,ji3
臷,dit6
臸,jeun3
臸,ji1
臹,sau1
臺,toi4
臻,jeun1
臼,kau5
臾,yung5
臾,yu4
臿,chaap3
舁,yu4
舀,yiu5
舂,jung1
舄,sik1
舅,kau5
與,yu4
與,yu5
與,yu6
興,yan6
興,hing1
興,hing3
舉,geui2
舊,gau6
舋,yan3
舋,yan6
舋,man6
舌,sit3
舌,sit6
舍,se2
舍,se3
舍,se5
舐,laai2
舐,saai2
舐,saai5
舐,si6
舐,lim2
舑,taan1
舑,tim3
舒,syu1
舕,taam3
舔,tim2
舖,pou1
舖,pou3
舛,chyun2
舜,seun3
舝,hat6
舞,mou5
舟,jau1
舠,dou1
舡,gong1
舡,syun4
舢,saan1
航,hong4
舫,fong2
舯,jung1
舥,pa1
般,bo1
般,bun1
般,pun4
般,but3
舨,baan2
舵,taai5
舵,to4
舵,to5
舷,yin4
舴,jaak3
舲,lang1
舲,ling4
舶,baak3
舶,baak6
舶,paak3
舶,bok6
舺,gaap3
舳,juk6
舸,go2
舸,ho2
船,syun4
舼,hung4
舼,kung4
舿,kwa3
舽,pong4
舽,fung4
艇,teng3
艇,teng5
艇,ting5
艉,mei5
艂,fung4
艀,fau4
艅,yu4
艄,saau1
艋,maang5
艎,wong4
艓,dip6
艒,muk6
艑,bin1
艑,bin6
艐,gaai3
艐,jung1
艘,sau1
艘,sau2
艏,sau2
艙,chong1
艕,bong3
艕,bong6
艕,pong3
艖,cha1
艗,yik6
艛,lau4
艚,chou4
艜,daai3
艟,chung1
艟,tung4
艞,tiu3
艤,ngai5
艣,lou5
艡,dong1
艩,chai4
艦,laam6
艨,mung4
艫,lou4
艬,chaam4
艭,seung1
艮,gan3
艮,ngan4
良,leung4
艱,gaan1
色,sik1
艴,fat1
艴,but6
艵,ping1
艷,yim6
艾,ngaai6
艼,ding2
艸,mong5
艸,chou2
芀,siu4
芀,tiu4
艽,gaau1
艽,gau2
艽,kau4
艿,naai5
艿,ying4
芐,ha6
芐,wu6
芄,yun4
芃,pung4
芏,dou6
芏,tou2
芅,yik6
芋,wu6
芋,yu1
芑,hei2
芓,ji2
芓,ji6
芊,chin1
芎,gung1
芎,hung1
芎,kung4
芍,cheuk3
芍,jeuk3
芒,fong2
芒,mong4
芷,ji2
芵,kyut3
芸,wan4
芝,ji1
芨,gap1
芨,kap1
芤,kau1
芹,kan4
芩,kam4
芩,sam4
芫,yim4
芫,yun4
芧,jeui6
芧,chyu5
芚,cheun1
芚,teun1
芚,tyun4
芡,him3
芯,sam1
芯,seun3
芰,gei6
芾,fai3
芾,fat1
芬,fan1
芽,nga4
芙,fu4
芺,ou3
芺,ngou3
芴,fat1
芴,mat6
芳,fong1
芭,ba1
芣,fau4
芼,mou4
芼,mou6
芘,bei3
芘,pei4
芮,yeui6
芟,saam1
芟,saan1
芶,gau2
花,fa1
花,wa4
花,wa6
芥,gaai3
苲,ja2
苲,ja3
茀,fat1
茀,but6
苟,gau2
苟,gik1
若,ye5
若,yeuk6
苣,geui6
苛,ho1
苛,ho4
苵,dit6
茺,chung1
茁,chyut3
茁,jyut3
苻,fu4
苴,cha1
苴,cha4
苴,ja2
苴,ja3
苴,cheui1
苴,jeui1
苴,jeui2
芔,wai2
芔,wai3
苦,fu2
范,faan6
苧,chyu5
苡,yi5
苒,yim5
茂,mau6
茄,ga1
茄,ke1
茄,ke4
苺,mui4
苫,sim1
苫,sim3
苓,ling4
苶,nip6
苗,miu4
苠,man4
茆,maau4
茆,maau5
茆,lau5
苙,lap1
苙,lap6
茅,maau4
苯,bun2
苤,pei2
苹,ping4
茌,chi4
苑,yun2
英,ying1
苜,muk6
茉,mut6
茇,baat6
茇,bat6
茇,pui3
苔,toi1
苔,toi4
苞,baau1
苕,siu4
苕,tiu4
苨,nai5
苨,nei5
苾,bat6
苾,bit1
苾,bit6
茗,ming4
茗,ming5
茧,gaan2
茧,gin2
荒,fong1
茫,mong4
茖,gaak3
茯,fuk6
芞,hat1
苃,yau5
茭,gaau1
茱,syu4
茱,jyu1
茛,gan3
荑,tai4
荑,yi4
茹,yu4
茹,yu6
茙,yung4
茸,yung4
茸,yung5
茠,yau1
茠,hou1
荁,wun4
茴,wui4
茼,tung4
荏,yam3
荏,yam5
荏,yam6
茩,hau6
荇,hang6
荍,kiu4
荓,ping4
荖,lou5
茢,lit6
荀,seun1
茜,sai1
茜,sin3
茜,sin6
荊,ging1
荄,goi1
荔,lai6
荐,jin3
荐,jin6
茵,yan1
芢,yan4
荅,daap3
荅,taap3
荎,chi4
茞,ji2
茞,choi2
莣,mong4
草,chou2
芻,cho1
茶,cha4
茈,chaai4
茈,chi4
茈,ji2
荈,chyun2
芛,yut6
苂,yam4
茷,fat6
茷,bui6
茷,pui3
茦,chaak3
茲,chi4
茲,ji1
芠,man4
荃,chyun4
茬,cha4
茬,chi4
苀,gong1
苀,hong4
茨,chi4
茳,gong1
莨,leung4
莨,long4
莨,long6
莕,hang6
荷,ho4
荷,ho6
莰,ham2
莠,yau5
莙,gwan1
莙,kwan2
莙,kwan5
莪,ngo4
莞,gwaan1
莞,gun1
莞,gun2
莞,wun1
莞,wun2
莞,wun5
荳,dau6
荼,cha4
荼,che4
荼,tou4
荼,syu1
荵,yan2
荽,seui1
莉,lei6
莘,san1
莛,ting4
莏,cho1
莏,so1
莝,cho3
莌,tyut3
莧,yin6
莚,yin4
荸,but6
莎,sa1
莎,so1
荺,wan5
荾,seui1
莋,jok6
苰,wang4
苖,dik6
苖,chuk1
莢,gaap3
苬,chau4
苭,yiu2
莊,jong1
莫,mok6
莫,mou6
莒,geui2
荻,dik6
苳,dung1
莦,saau1
茍,gik1
苪,bing2
莩,piu5
莩,fu1
莓,mui4
堇,gan2
荴,fu1
莆,pou4
莆,fu2
莽,mong5
莽,mong6
莖,hang4
莖,ging1
莖,ging3
菱,ling4
菸,yin1
菶,bung2
菅,gaan1
萐,saap3
萐,sip3
萐,jit6
菕,leun4
茻,mong5
茻,mou5
萇,cheung4
菖,cheung1
菪,dong6
萎,wai1
萎,wai2
萎,wai3
萄,tou4
菟,tou3
菟,tou4
華,fa1
華,wa4
華,wa6
菥,sik1
萋,chai1
萃,seui6
菻,lam4
莿,chi3
菽,suk1
菽,suk6
菎,kwan1
菀,wan2
菀,wan3
菀,wan5
菀,wat1
菀,yun2
菘,sung1
菵,mong5
菼,taam2
菼,chim1
菴,am1
菴,ngam1
萸,yu4
菳,gam1
菳,kam1
菳,kam4
菁,ching1
菁,jing1
菾,tim4
菨,chip3
菌,kwan2
菌,kwan5
菫,gan2
著,jeuk3
著,jeuk6
著,jyu3
菑,ji1
菑,joi1
萏,daam6
菤,gyun2
菹,jeui1
茤,gei6
茤,do1
荌,on3
萆,bei1
菔,baak6
菔,fuk6
菆,jau1
菆,chyun4
菲,fei1
菲,fei2
菂,dik1
菏,go1
菏,ho4
菡,aam2
菡,haam5
菇,gu1
菰,gu1
菊,guk1
蒆,heu1
荂,heui1
荂,fu1
菝,bat6
菺,gin1
萌,mang4
蒏,wing6
茿,juk1
菩,pou4
荋,yi4
茥,gwai1
茥,kwai1
萊,loi4
菢,bou6
菜,choi3
萑,wun4
菉,luk6
菋,mei6
萍,ping4
茪,gwong1
萁,gei1
萁,kei4
菠,bo1
葐,pun6
葸,saai2
葰,seui1
葰,jeun3
萹,bin1
萹,bin2
萹,pin1
落,laai3
落,laai6
落,lok6
葹,si1
葩,ba1
葩,pa1
葚,sam6
葚,jam1
蒎,paai3
葧,but6
萼,ngok6
萬,maak6
萬,maan6
葞,mei5
葆,bou2
葡,pou4
葎,leut6
葠,sam1
葵,kwai4
葷,fan1
萴,jak1
莗,che1
莤,yau4
莤,suk1
葒,hung4
萱,hyun1
萲,hyun1
莇,jo6
荶,yam4
葫,wu4
葇,yau4
萵,wo1
莔,maang4
葑,fung1
葑,fung3
葴,jam1
莍,kau4
莁,mou4
葍,fuk1
葭,ga1
葌,gaan1
董,dung2
葄,jou6
葬,jong3
蔇,gei3
蔇,gei6
葛,got3
葖,dat6
葥,jin3
蒂,dai3
蒂,ding3
荿,sing4
葅,jeui1
葦,wai5
蒍,wai2
蒍,wai5
葳,wai1
菙,cheui4
莐,cham4
莈,mut6
萷,siu1
萷,sok3
葙,seung1
葶,ting4
莯,muk6
莮,naam4
萭,geui2
萭,yu5
葺,chap1
葯,yeuk3
葯,yeuk6
莃,hei1
葽,yiu1
葉,yip6
葉,sip3
莥,nau5
萩,chau1
蓑,so1
蒸,jing1
萣,ding6
蓍,si1
蒔,si4
蒔,si6
萛,gau1
蒙,mung4
菈,laap6
蒨,sin3
蒨,sin6
菄,dung1
蒠,sik1
菿,deuk3
菿,dou2
菿,dou3
蓓,pui4
蓓,pui5
菛,mun4
菗,chau4
蓁,cheun4
蓁,jeun1
蒱,pou4
蒲,bok6
蒲,pou4
菃,keui4
蒪,pok3
蒐,sau1
蒐,sau2
萉,fai6
萉,fei4
菧,dai2
蓀,syun1
蒺,jaat6
蒺,jat6
萒,yin5
萒,gyun6
菮,gang1
菬,chiu4
菬,jiu2
蒜,syun3
蓆,jek6
蓆,jik6
萓,yi4
蒴,sok3
菞,lai4
蒗,long5
蒗,long6
蒹,gim1
蒻,yeuk6
蓋,gap3
蓋,hap6
蓋,goi3
蓋,koi3
蒶,fan4
蓌,cho3
蓐,yuk6
蓊,yung2
蓉,yung4
蒛,kyut3
蒼,chong1
蒼,chong2
蒯,faai3
蒯,gwaai2
蓂,mik6
蓂,ming4
蓂,ming5
蒧,dim2
蓖,bai1
蓖,bei1
蓖,bei6
蒟,geui2
蒿,hou1
蓏,lo2
蓏,lo5
菣,kin3
蒡,pang4
蒡,bong2
蒡,bong6
蓇,gwat1
蒞,lei6
蓄,chuk1
蔬,so1
蔥,chung1
蔌,chuk1
蔌,suk1
蔏,seung1
蔡,saat3
蔡,choi3
蔎,chit3
蔯,chan4
蔟,chau3
蔟,chuk1
蔟,juk6
蔀,bou6
蓴,seun4
蔈,biu1
蔧,wai6
蔧,seui6
蔻,kau3
蓯,chung1
蓿,suk1
蓫,juk6
蓪,tung1
蔫,yin1
蔉,gwan2
蔚,wai3
蔚,wat1
蔗,je3
蔊,hon2
蔊,hon6
蔭,yam1
蔭,yam3
蔠,jung1
蓨,sau1
蓨,tiu1
蓨,tiu4
蔕,daai3
蔕,dai3
蔕,ding3
蔑,mit6
蓧,diu6
蓧,tiu1
蓬,fung4
蓬,pung4
蓱,ping4
蓷,teui1
蔂,leui4
蔪,saam1
蓲,yau1
萶,cheun2
蔦,niu5
葮,dyun6
蓰,saai2
萻,am1
蓮,lin4
蔆,ling4
萿,kut3
萿,wut6
蔔,baak6
蓼,liu5
蓼,luk6
蔽,bai3
蓽,bat1
蓺,ngai6
蓾,lou5
蔣,jeung1
蔣,jeung2
蔓,maan4
蔓,maan6
蔤,mat6
葾,yun1
蕱,saau2
蔞,lau4
蔞,lau5
萳,naam4
萳,naam5
萰,lin6
葝,ging3
葝,king4
萺,mou6
萺,muk6
葃,jaak6
葃,jik6
葃,jok6
萯,fu5
萯,pui5
葨,wui1
蔱,saat3
葋,keui4
葔,hau4
葟,wong4
萫,heung3
葀,kut3
葂,maan5
蓛,chaak3
蒤,tou4
蕊,yeui5
蕊,yeui6
薌,heung1
薌,heung2
蒮,yuk6
蓅,lau4
蕉,jiu1
蒬,yun1
蕞,jeui3
蕞,jeui6
蕞,jyut3
蕢,gwai6
蒘,na4
蒘,yu4
蕄,man4
蕄,mang4
蕬,si1
蓔,yiu2
蓔,guk1
蒚,hat6
蒚,lik6
蕃,faan1
蕃,faan4
蕫,dung2
蕩,dong6
蕦,seui1
蓒,hin1
蒢,cheui4
蕈,cham5
蕈,seun3
蕆,chin2
蕆,jin2
蕡,fan4
蕧,fuk6
蕑,gaan1
蕝,jyut3
蒫,je1
蒫,ji1
蒫,cho4
蓎,tong4
蒰,pun4
蒑,yan1
蓗,jung2
蒩,jou1
蒩,jou2
蒝,wun4
蒝,yun4
蕁,cham4
蕁,chim4
蕕,yau4
蕪,mou4
蕭,siu1
蔾,lai4
蕖,keui4
蕍,yu4
蕅,ngau5
蕘,yiu4
蕠,yu4
蕛,tai4
蕙,wai6
蕮,sik1
蕨,kyut3
蕣,seun3
蕓,wan4
蕤,yeui4
蕤,yeui6
蕎,kiu4
蓻,guk1
薙,tai3
蔜,ngou4
薄,bok6
蔝,mai5
蔖,ja1
蔖,cho4
蔮,kui3
薢,gaai1
薢,gaai3
薢,haai5
薡,ding2
蔨,kwan5
蔨,gyun6
蔍,chou1
蔍,luk6
蔙,syun4
蔋,dik6
薠,faan4
薔,sik1
薔,cheung4
薋,chi4
薈,wai3
薈,kui2
薈,wui3
薈,wui6
薟,chim1
薟,him1
薟,lim5
薟,lim6
蕼,sei3
薪,san1
蕾,leui4
蕾,leui5
薐,ling4
薘,daat6
蕗,lou6
薛,sit3
薯,syu4
薯,syu5
薯,syu6
蕺,chap1
蕺,jap1
薆,oi3
薆,ngoi3
蕷,yu6
蕹,ung3
蕹,ngung3
薇,mei4
蓶,wai4
蓶,wai5
薁,yuk1
薝,jim1
薃,hou6
薎,mit6
蔩,yan4
蔩,yi4
蔩,yin5
薅,hou1
薂,hat6
薜,baak3
薜,bai6
薜,bei6
薕,lim4
蕸,ha4
薉,wai3
薤,haai6
薀,wan2
薀,wan3
薧,haau2
薧,hou1
薏,yi3
蕶,ling4
薍,waan6
薞,syun1
蔰,wu6
薊,gai3
蔒,fan1
蓩,mou6
蓩,muk6
蔘,saam1
蔘,saam2
蔘,sam1
薖,fo1
薖,gwo1
薨,gwang1
薚,tong1
薣,gu2
蕻,hung4
蕻,hung6
薑,geung1
蓹,yu6
蓳,gan2
蓳,gan3
藐,miu5
藐,mok6
薸,piu1
薾,yi5
藀,ying4
藍,laam4
藆,gin2
薶,maai4
薶,wo1
蕥,nga5
蕇,din2
薴,ning4
藒,kit3
蕔,bou1
薩,saat3
藇,jeui6
藇,yu6
薵,chau4
藄,kei4
藈,gwai1
藈,kwai1
蕀,gik1
薳,wai2
薳,wai5
薳,yun5
藎,jeun2
藎,jeun6
薿,yi5
薿,yik6
薦,jin3
蘤,fa1
蘤,wai5
薹,toi4
藂,chung4
藅,fat6
薰,fan1
薷,yu4
薱,deui6
藋,diu3
藃,hiu1
藃,hou3
藉,je3
藉,je6
藉,jik6
薽,jan1
藏,chong4
藏,jong1
藏,jong6
薺,chai4
薺,chai5
薺,chi4
藫,taam4
藡,dik6
藯,wai3
藦,mo4
藦,mo6
藕,ngau5
藩,faan4
藙,ngai6
藤,tang4
藬,teui4
藸,chyu4
藸,jyu1
藱,wui4
藱,wui6
藰,lau4
藰,lau5
藚,juk6
藥,yeuk6
藥,ngok6
藢,ji2
藗,chuk1
藝,ngai6
藷,syu4
藷,jyu1
藭,kung4
藟,leui5
藣,bei1
藨,biu1
藜,lai4
藜,lei4
藑,king4
藪,sau2
藘,leui4
蘀,tok3
藽,chan3
藻,jou2
蘇,sou1
蘊,wan2
蘊,wan3
蘊,wan5
藶,lik6
藹,oi2
藹,ngoi2
蘄,kei4
藺,leun6
蘅,hang4
蘌,yu5
蘉,mong4
蘋,pan4
蘋,ping4
蘢,lung4
蘆,lou4
藿,fok3
蘑,mo4
蘁,ng6
蘁,ngok6
藾,laai3
藾,laai6
蘚,sin2
蘙,ai3
蘟,yan2
蘪,mei4
蘭,laan4
藞,lo5
蘬,kwai1
蘬,kwai2
蘬,wai2
蘠,cheung4
藲,au1
蘛,yuk6
蘧,keui4
蘗,baak3
蘗,paak3
蘩,faan4
蘞,lim4
蘞,lim5
蘞,lim6
蘣,tau2
蘦,ling4
蘘,yeung4
蘮,gai3
蘥,yeuk6
蘡,ying1
蘜,guk1
蘲,leui4
蘴,fung1
蘶,ngai6
蘳,fai1
蘵,jik1
蘹,waai4
虀,jai1
蘸,jaam3
蘻,gai3
蘾,waai6
蘿,lo4
蘺,lei4
蘱,leui6
蘼,mei4
虃,chim1
虈,hiu1
虆,leui4
虇,hyun2
虌,bit3
虋,mun4
虍,fu1
虎,fu2
虐,yeuk6
虓,haau1
虔,kin4
虒,si1
虙,fuk6
虖,fu1
虖,fu4
處,chyu2
處,chyu3
處,syu3
虛,heui1
虞,yu4
號,hou4
號,hou6
虜,lou5
虥,jaan6
虡,geui6
虢,gwik1
虨,ban1
虤,ngaan4
虣,bou6
虧,kwai1
虩,gwik1
虩,hik1
虪,suk1
虫,wai2
虫,chung4
虰,ching1
虰,ding1
虯,kau4
虮,gei2
虱,sat1
虭,diu1
虴,jaak3
虻,mang4
虻,mong4
虺,wai2
虺,fui1
虹,hung4
虼,gat1
虼,gok3
虳,dik1
虷,gon1
虷,hon4
蚗,kyut3
蚅,ak1
蚡,fan4
蚐,gwan1
蚔,kei4
蚔,ji6
蚢,hong4
蚣,gung1
蚑,kei4
蚞,muk6
蚎,yut6
蚚,kei4
蚆,ba1
蚆,pa1
蚥,fu2
蚥,fu6
蚇,chek3
蚧,gaai3
蚙,kam4
蚙,kim4
蚤,jou2
蚓,yan5
蚪,dau2
蚝,chi3
蚝,hou4
蚨,fu3
蚨,fu4
蚩,chi1
蚋,yeui6
蚊,man1
蚊,man4
蚜,nga4
蚕,chaam4
蚘,wui4
蚖,yun4
蚍,pei4
蚌,pong5
蛉,ling4
蛅,yim4
蛅,jim1
蚼,gau2
蚼,keui4
蚺,naam4
蚺,yim4
蛄,gu1
蛀,jyu3
蚶,ham1
蚷,geui6
蚿,yin4
蛆,cheui1
蛆,jeui1
蚳,chi4
蛌,gu2
蚴,yau3
蚸,chik1
蛈,tit3
蚰,yau4
蛁,diu1
蛂,bit6
